"2007-1-1",	"2007-1-10",	0,	0.025
"2007-1-1",	"2007-1-10",	1,	0.02465753424658
"2007-1-1",	"2007-1-10",	2,	0.025
"2007-1-1",	"2007-1-10",	3,	0.02465753424658
"2007-1-1",	"2007-1-10",	4,	0.025
"2007-1-1",	"2007-12-31",	0,	1.0
"2007-1-1",	"2007-12-31",	1,	0.99726027397260
"2007-1-1",	"2007-12-31",	2,	1.01111111111111
"2007-1-1",	"2007-12-31",	3,	0.99726027397260
"2007-1-1",	"2007-12-31",	4,	0.99722222222222
"2007-1-1",	"2008-7-1",	0,	1.5
"2007-1-1",	"2008-7-1",	1,	1.49658002735978
"2007-1-1",	"2008-7-1",	2,	1.51944444444444
"2007-1-1",	"2008-7-1",	3,	1.49863013698630
"2007-1-1",	"2008-7-1",	4,	1.5
"2007-1-1",	"2007-1-31",	0,	0.08333333333333
"2007-1-1",	"2007-1-31",	1,	0.08219178082192
"2007-1-1",	"2007-1-31",	2,	0.08333333333333
"2007-1-1",	"2007-1-31",	3,	0.08219178082192
"2007-1-1",	"2007-1-31",	4,	0.08055555555556
"2007-1-1",	"2007-2-1",	0,	0.08333333333333
"2007-1-1",	"2007-2-1",	1,	0.08493150684932
"2007-1-1",	"2007-2-1",	2,	0.08611111111111
"2007-1-1",	"2007-2-1",	3,	0.08493150684932
"2007-1-1",	"2007-2-1",	4,	0.08333333333333
"2007-1-1",	"2007-2-28",	0,	0.15833333333333
"2007-1-1",	"2007-2-28",	1,	0.15890410958904
"2007-1-1",	"2007-2-28",	2,	0.16111111111111
"2007-1-1",	"2007-2-28",	3,	0.15890410958904
"2007-1-1",	"2007-2-28",	4,	0.15833333333333
"2007-1-31",	"2007-2-1",	0,	0.00277777777778
"2007-1-31",	"2007-2-1",	1,	0.00273972602740
"2007-1-31",	"2007-2-1",	2,	0.00277777777778
"2007-1-31",	"2007-2-1",	3,	0.00273972602740
"2007-1-31",	"2007-2-1",	4,	0.00277777777778
"2007-1-31",	"2007-3-1",	0,	0.08611111111111
"2007-1-31",	"2007-3-1",	1,	0.07945205479452
"2007-1-31",	"2007-3-1",	2,	0.08055555555556
"2007-1-31",	"2007-3-1",	3,	0.07945205479452
"2007-1-31",	"2007-3-1",	4,	0.08611111111111
"2007-1-31",	"2007-3-31",	0,	0.16666666666667
"2007-1-31",	"2007-3-31",	1,	0.16164383561644
"2007-1-31",	"2007-3-31",	2,	0.16388888888889
"2007-1-31",	"2007-3-31",	3,	0.16164383561644
"2007-1-31",	"2007-3-31",	4,	0.16666666666667
"2008-1-1",	"2008-9-1",	0,	0.66666666666667
"2008-1-1",	"2008-9-1",	1,	0.66666666666667
"2008-1-1",	"2008-9-1",	2,	0.67777777777778
"2008-1-1",	"2008-9-1",	3,	0.66849315068493
"2008-1-1",	"2008-9-1",	4,	0.66666666666667
"2007-2-1",	"2008-4-1",	0,	1.16666666666667
"2007-2-1",	"2008-4-1",	1,	1.16279069767442
"2007-2-1",	"2008-4-1",	2,	1.18055555555556
"2007-2-1",	"2008-4-1",	3,	1.16438356164384
"2007-2-1",	"2008-4-1",	4,	1.16666666666667
"1960-12-19",	"2008-6-28",	0,	47.525
"1960-12-19",	"2008-6-28",	1,	47.52162252765670
"1960-12-19",	"2008-6-28",	2,	48.21666666666670
"1960-12-19",	"2008-6-28",	3,	47.55616438356160
"1960-12-19",	"2008-6-28",	4,	47.525
"1982-12-7",	"2008-6-28",	0,	25.55833333333330
"1982-12-7",	"2008-6-28",	1,	25.55718921111340
"1982-12-7",	"2008-6-28",	2,	25.93055555555560
"1982-12-7",	"2008-6-28",	3,	25.57534246575340
"1982-12-7",	"2008-6-28",	4,	25.55833333333330
