# x value	Result
0,		1.0
0.01,		0.9887165844441500
0.05,		0.9436280222029830
0.1,		0.8875370839817150
0.125,		0.8596837951986660
0.15,		0.8320040285726360
0.2,		0.7772974107895220
0.25,		0.7236736098317630
0.3,		0.6713732405408730
0.35,		0.6206179464376900
0.4,		0.5716076449533320
0.45,		0.5245182802130760
0.5,		0.4795001221869530
0.6,		0.3961439091520740
0.7,		0.3221988061625820
0.8,		0.2578990352923390
0.9,		0.2030917875771680
1,		0.1572992070502850
1.1,		0.1197949304259180
1.2,		0.0896860217703646
1.3,		0.0659920550593475
1.4,		0.0477148802373512
1.5,		0.0338948535246893
1.75,		0.0133283287808176
2,		0.0046777349810473
2.5,		0.0004069520174450
3,		0.0000220904969986
3.5,		0.0000007430983723
4,		0.0000000154172579
4.5,		0.0000000001966160
5,		0.0000000000015375
5.5,		0.0000000000000074
6,		0.0
32,		0.0
-0.1,		1.1124629160182900
-1,		1.8427007929497100
TRUE,		"#VALUE!"
FALSE,		"#VALUE!"
"2",		0.0046777349810473
"TWO",		"#VALUE!"
