"12.34+5.67j",	0.430710595550
"3.5+2.5i",	0.620249485983
"3.5+i",	0.278299659005
"3.5",		0
"3.5-i",	-0.278299659005
"3.5-2.5i",	-0.620249485983
"1+2.5i",	1.190289949683
"1+i",		0.785398163397
"1",		0
"1-i",		-0.785398163397
"1-2.5i",	-1.190289949683
"2.5i",		1.570796326795
"i",		1.570796326795
"0",		"#DIV/0!"
"-i",		-1.570796326795
"-2.5i",	-1.570796326795
"-1+2.5i",	1.951302703907
"-1+i",		2.356194490192
"-1",		3.141592653590
"-1-i",		-2.356194490192
"-1-2.5i",	-1.951302703907
"-3.5+2.5i",	2.521343167607
"-3.5+i",	2.863292994585
"-3.5",		3.141592653590
"-3.5-i",	-2.863292994585
"-3.5-2.5i",	-2.521343167607
