# lower	bound	upper bound	Result
0,				0.0
0.01,				0.0112834155558496
0.05,				0.0563719777970166
0.1,				0.1124629160182850
0.125,				0.1403162048013340
0.15,				0.1679959714273630
0.2,				0.2227025892104780
0.25,				0.2763263901682370
0.3,				0.3286267594591270
0.35,				0.3793820535623100
0.4,				0.4283923550466680
0.45,				0.4754817197869240
0.5,				0.5204998778130470
0.6,				0.6038560908479260
0.7,				0.6778011938374180
0.8,				0.7421009647076610
0.9,				0.7969082124228320
1,				0.8427007929497150
1.1,				0.8802050695740820
1.2,				0.9103139782296350
1.3,				0.9340079449406520
1.4,				0.9522851197626490
1.5,				0.9661051464753110
1.75,				0.9866716712191820
2,				0.9953222650189530
2.5,				0.9995930479825550
3,				0.9999779095030010
3.5,				0.9999992569016280
4,				0.9999999845827420
4.5,				0.9999999998033840
5,				0.9999999999984630
5.5,				0.9999999999999930
6,				1.0
32,				1.0
-0.1,				-0.1124629160182850
-1,				-0.8427007929497150
TRUE,				"#VALUE!"
FALSE,				"#VALUE!"
"2",				0.9953222650189530
"TWO",				"#VALUE!"
-1.5,		-1.5,		0.0
-0.75,		-1.5,		-0.2549495128217960
0,		-1.5,		-0.9661051464753110
0.75,		-1.5,		-1.6772607801288300
1.5,		-1.5,		-1.9322102929506200
2.25,		-1.5,		-1.9646424298886300
3,		-1.5,		-1.9660830559783100
3.75,		-1.5,		-1.9661050327480500
4.5,		-1.5,		-1.9661051462786900
-1.5,		-0.75,		0.2549495128217960
-0.75,		-0.75,		0.0
0,		-0.75,		-0.7111556336535150
0.75,		-0.75,		-1.4223112673070300
1.5,		-0.75,		-1.6772607801288300
2.25,		-0.75,		-1.7096929170668300
3,		-0.75,		-1.7111335431565200
3.75,		-0.75,		-1.7111555199262600
4.5,		-0.75,		-1.7111556334569000
-1.5,		0,		0.9661051464753110
-0.75,		0,		0.7111556336535150
0,		0,		0.0
0.75,		0,		-0.7111556336535150
1.5,		0,		-0.9661051464753110
2.25,		0,		-0.9985372834133190
3,		0,		-0.9999779095030010
3.75,		0,		-0.9999998862727430
4.5,		0,		-0.9999999998033840
-1.5,		0.75,		1.6772607801288300
-0.75,		0.75,		1.4223112673070300
0,		0.75,		0.7111556336535150
0.75,		0.75,		0.0
1.5,		0.75,		-0.2549495128217960
2.25,		0.75,		-0.2873816497598040
3,		0.75,		-0.2888222758494860
3.75,		0.75,		-0.2888442526192280
4.5,		0.75,		-0.2888443661498690
-1.5,		1.5,		1.9322102929506200
-0.75,		1.5,		1.6772607801288300
0,		1.5,		0.9661051464753110
0.75,		1.5,		0.2549495128217960
1.5,		1.5,		0.0
2.25,		1.5,		-0.0324321369380081
3,		1.5,		-0.0338727630276906
3.75,		1.5,		-0.0338947397974326
4.5,		1.5,		-0.0338948533280732
-1.5,		2.25,		1.9646424298886300
-0.75,		2.25,		1.7096929170668300
0,		2.25,		0.9985372834133190
0.75,		2.25,		0.2873816497598040
1.5,		2.25,		0.0324321369380081
2.25,		2.25,		0.0
3,		2.25,		-0.0014406260896825
3.75,		2.25,		-0.0014626028594246
4.5,		2.25,		-0.0014627163900651
-1.5,		3,		1.9660830559783100
-0.75,		3,		1.7111335431565200
0,		3,		0.9999779095030010
0.75,		3,		0.2888222758494860
1.5,		3,		0.0338727630276906
2.25,		3,		0.0014406260896825
3,		3,		0.0
3.75,		3,		-0.0000219767697420
4.5,		3,		-0.0000220903003826
-1.5,		3.75,		1.9661050327480500
-0.75,		3.75,		1.7111555199262600
0,		3.75,		0.9999998862727430
0.75,		3.75,		0.2888442526192280
1.5,		3.75,		0.0338947397974326
2.25,		3.75,		0.0014626028594246
3,		3.75,		0.0000219767697420
3.75,		3.75,		0.0
4.5,		3.75,		-0.0000001135306406
-1.5,		4.5,		1.9661051462786900
-0.75,		4.5,		1.7111556334569000
0,		4.5,		0.9999999998033840
0.75,		4.5,		0.2888443661498690
1.5,		4.5,		0.0338948533280732
2.25,		4.5,		0.0014627163900651
3,		4.5,		0.0000220903003826
3.75,		4.5,		0.0000001135306406
4.5,		4.5,		0.0
5,		-1,		-1.8427007929481800
-5,		1,		1.8427007929481800
