1.5,	-1,	"#NUM!"
-1,	6,	2.2488660949282200E-05
0,	3,	0.0
3,	0,	4.8807925650332900
1,	5,	2.7146314958504900E-04
1.5,	1,	9.8166642847516600E-01
-1.5,	2.5,	3.3783462087443800E-01
-1.5,	14.99,	2.1218581758012900E-13
1,	30,	3.5395005050254700E-42
2.5,	1,	2.5167162420253600
2.5,	1.5,	2.5167162420253600
-2.5,	1.5,	-2.5167162420253600
3.5,	1,	6.2058349320630000
0.7,	3,	7.3673733669342700E-03
3.5,	2,	3.8320120716293600
35,	2,	1.0129348967887200E+14
-35,	2,	1.0129348967887200E+14
-35,	3,	-9.4217724797020600E+13
-35,	4,	8.5141821583727800E+13
1.5,	"XYZ",	"#VALUE!"
"ABC",	3,	"#VALUE!"
-9,	1,	-1.0309147086534900E+03
-3.5,	1,	-6.2058349320630000
-0.735,	1,	-3.9288151661176300E-01
0,	1,	0.0
0.035,	1,	1.7502679823335300E-02
1,	1,	5.6515909758194300E-01
1.5,	1,	9.8166642847516600E-01
2.5,	1,	2.5167162420253600
3.5,	1,	6.2058349320630000
-9,	2,	8.6449622063929800E+02
-3.5,	2,	3.8320120716293600
-0.735,	2,	7.0619941066585700E-02
0,	2,	0.0
0.035,	2,	1.5314063208086000E-04
0.9,	2,	1.0825972222234100E-01
1,	2,	1.3574766658069900E-01
1.9,	2,	6.0327243548745000E-01
2.5,	2,	1.2764661588156100
3.5,	2,	3.8320120716293600
4,	2,	6.4221894991960900
0.035,	3,	8.9329755645604500E-07
0.7,	3,	7.3673733669342700E-03
0.89,	3,	1.5428502532466100E-02
4,	3,	3.3372758428109200
4,	5,	5.0472437285149600E-01
1.5,	7,	2.8406417355214300E-05
3,	9,	1.3237298826652200E-04
-3.5,	0,	7.3782034775718600
-1.5,	0,	1.6467232021476800
0,	0,	1.0
1,	0,	1.2660658480342600
1.5,	0,	1.6467232021476800
2.5,	0,	3.2898391723912900
3.5,	0,	7.3782034775718600
-3.5,	-1,	"#NUM!"
TRUE,	1,	"#VALUE!"
1,	TRUE,	"#VALUE!"
21,	2,	1.0477785626593200E+08
